rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;ORDRE_(-ales);FAMILLE_(-aceae);numSpA;numSpB;numSpH;nomA;nomB;nomH
esp;nc;nc;13/9.;Rubus subglaucus Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus subinermis P.J.Müll. & Lefèvre in P.J.Müll.;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus subinermoides Druce;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus subrotundus Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus tamarensis A.Newton;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus tarnensis Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus tauni Schnedler & Grossheim;européen central;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;7;5;7;5;5;5;5;0;4;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus taxandriae Vannerom ex A.Beek;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus tenellus Lefèvre & P.J.Müll. in P.J.Müll.;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;37428;58484;13/9.;Rubus tereticaulis P.J.Müll.;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;7;5;4;5;5;5;5;0;4;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;15941;;;Rubus tereticaulis
esp;nc;nc;13/9.;Rubus teretiusculus Kaltenb.;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus thurstonii Rilstone;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus thyrsigeriformis (Sudre) D.E.Allen;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;44216;58505;13/9.;Rubus timbal-lagravei P.J.Müll. ex Boulay;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;17154;;;Rubus timbal-lagravei
esp;nc;nc;13/9.;Rubus timendus Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus tolosanus Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus trachycaulon Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;43679;120060;13/9.;Rubus transvestitus Matzk.;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;17155;;;Rubus transvestitus *
esp;nc;nc;13/9.;Rubus trichodes W.C.R.Watson;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;43609;122244;13/9.;Rubus tricolor Focke ex Prain;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;17156;;;Rubus tricolor *
esp;44249;58512;13/9.;Rubus truncifolius P.J.Müll. & Lefèvre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus uncinatus P.J.Müll.;européen central;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus urbionicus Monasterio-Huelin;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus vandermeijdenii A.Beek;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus velutinatus Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;31840;80220;13/9.;Rubus venetorum D.E.Allen;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;17157;;;Rubus venetorum *
esp;nc;nc;13/9.;Rubus venustus A.Favrat;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus vesticaulis Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;14006;58534;13/9.;Rubus vigoi Rosello, Peris & Stübing;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;17158;;;Rubus vigoi *
esp;14007;58536;13/9.;Rubus villarsianus Focke ex Gremli;européen central;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;7;5;6;5;5;5;5;0;4;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;15942;;;Rubus villarsianus *
esp;nc;nc;13/9.;Rubus villicauliformis A.Newton;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus villipes Sudre;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus virgatus Sudre;atlantique(eury);racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.;Rubus viridescens (Rogers) T.A.W.Davis;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
hyb;14009;58195;13/9.;Rubus x idaeoides Ruthe ex Focke [Rubus caesius L. x Rubus idaeus L.];eurasiatique septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;blanc;;;;;Hrub;hémicryptophytaie;ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles;Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999;;;;;5;5;5;6;6;5;6;0;2;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;15943;;;Rubus x idaeoides *
esp;nc;nc;13/9.0.1;Rubus acicularis Lefèvre & P.J.Müll. in P.J.Müll.;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.0.1;Rubus adamsii Sudre;atlantique;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;44212;57902;13/9.0.1;Rubus adornatus P.J.Müll. ex Wirtg.;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;5;4;4;5;5;4;4;0;3;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;15953;;;Rubus adornatus
esp;4905;57903;13/9.0.1;Rubus adscitus Genev.;atlantique(eury);racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;rose;;7;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;5;6;4;6;5;4;4;0;3;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;11756;;;Rubus adscitus
esp;nc;nc;13/9.0.1;Rubus aequalidens A.Newton;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.0.1;Rubus analogus Lefèvre & P.J.Müll. in P.J.Müll.;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.0.1;Rubus apertionum Lefèvre & P.J.Müll. in P.J.Müll.;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;31450;57931;13/9.0.1;Rubus apricus Wimm.;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;7;4;4;5;5;4;4;0;4;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;15954;;;Rubus apricus
esp;43613;57934;13/9.0.1;Rubus arduennensis Lib. ex Lej.;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;8;6;4;5;5;6;5;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;15955;;;Rubus arduennensis
esp;nc;nc;13/9.0.1;Rubus armipotens W.C.Barton ex Newton;?;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.0.1;Rubus arrhenii (Lange) Lange;européen central;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;8;5;7;5;5;4;5;0;4;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;44172;83130;13/9.0.1;Rubus arrheniiformis W.C.R.Watson;atlantique septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;15956;;;Rubus arrheniiformis *
esp;nc;nc;13/9.0.1;Rubus arvinus Lefèvre & P.J.Müll. in P.J.Müll.;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;nc;nc;13/9.0.1;Rubus aspericaulis Lefèvre & P.J.Müll. in P.J.Müll.;européen septentrional;racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;0;;;
esp;43614;120012;13/9.0.1;Rubus asperidens Sudre;atlantique(eury);racème de racèmes;hermaphrodite;;apogame;drupe;endozoochore;;;;;;Hrub;hémicryptophytaie;ronciers de clairières acidophiles médio-européennes, mésohydriques à mésohygrophiles;Rubetalia plicati Weber ex Pott 1995;;;;;;;;;;;;;;;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;15957;;;Rubus asperidens *
